Date Reported,Date Occurred,Time Occurred,Incident Type,Location,Incident/Case#,Summary,Disposition,Timestamp,Price Category,Latitude,Longitude
08-07-2024,08-07-2024,3:00PM-8:30PM,Petty Theft - Micro Mobility Device,Neighborhood - Warren,2024-1544,"Secured eletric scooter stolen, loss $400.00",Disposition Report Taken,2024-08-07 20:30:00,Medium,,
08-08-2024,08-08-2024,11:00 AM - 12:10 PM,Petty Theft- Micro Mobility Device,York Hall,2024-1556,"Secured electric scooter stolen, loss $420.00",Report Taken,2024-08-08 12:10:00,Medium,32.8745478,-117.2400077
08-08-2024,08-08-2024,08:00 AM - 4:00 PM,Petty Theft,3192 Biomedical Sciences Way,2024-1557,"Secured bicycle stolen, loss 600.00",Report Taken,2024-08-08 16:00:00,Medium,32.8753679,-117.233678
08-09-2024,08-09-2024,7:11 AM - 8:19 AM,Petty Theft - Micro Mobility Device/ Drug Law Violations/ Stay Away Order Issuance,Pepper Canyon Drive/ Voigt Drive,2024-1560,"Victim observed non-affiliate male suspect forcefully move SPIN electric scooter and attempt to board trolley, loss $430.00","Closed By Citation, Adult",2024-08-09 08:19:00,Medium,32.8812707,-117.2292672
08-09-2024,8/8/2024 - 8/9/2024,7:30 PM - 11:00 AM,Grand Theft,Ola Parking,2024-1563,"Wheel stolen off victim's bicycle, loss $70.00",Report Taken,2024-08-09 19:30:00,Low,,
08-09-2024,08-09-2024,8:00 AM - 1:30 PM,Petty Theft - Micro Mobility Device,Pharmaceutical Sciences Building,T24000199,"Secured electric bicycle stolen, loss $500.00",Online Report Filed,2024-08-09 13:30:00,Medium,32.8744378,-117.2358516
08-12-2024,08-12-2024,1:00 PM-7:42 PM,Petty Theft - Micro Mobility Device,Geisel Library,2024-1581,"Secured electric bicycle stolen, loss $400.00",Report Taken,2024-08-12 19:42:00,Medium,32.881092,-117.2375659
8/13/2024,8/13/2024,7:40 PM - 8:50 PM,Grand Theft - Micro Mobility Device,Mandler Hall,2024-1585,"Secured electric bicycle stolen, loss $2000.00",Report Taken,2024-08-13 20:50:00,Expensive,32.8793034,-117.2421403
8/14/2024,8/14/2024,8:00 AM - 9:30 AM,Petty Theft - Micro Mobility Device,Price Center Plaza,2024-1592,"Electric scooter stolen, loss $150.00",Report Taken,2024-08-14 09:30:00,Medium,32.8794633,-117.2370359
8/14/2024,8/14/2024,2:00 PM - 6:00 PM,Petty Theft - Micro Mobility Device,Black's Beach - Parking Lot,2024-1593,"Secured electric scooter stolen, loss $500.00",Report Taken,2024-08-14 18:00:00,Medium,32.8906575,-117.2534656
8/14/2024,8/1/2024 - 8/14/2024,7:15 PM - 7:15 PM,Petty Theft,"1 Miramar Street, Building 1",T24000202,"Secured bicycle stolen, loss $500.00",Online Report Filed,2024-08-14 19:15:00,Medium,32.8737372,-117.2268607
8/15/2024,8/15/2024,7:50PM-8:30PM,Petty Theft,Fan-Fan RW Academic Building,2024-1598,Secured bicycle stolen; loss $310.00,Report Taken,2024-08-15 20:30:00,Medium,32.8800633,-117.2409288
8/19/2024,8/19/2024,3:00 PM - 5:30 PM,Grand Theft- Micro Mobility Device,9500 Gilman DR,2024-1622,"Secured electric scooter stolen, loss $1.500.00",Report Taken,2024-08-19 17:30:00,Low,32.8751977,-117.2409942
8/21/2024,8/21/2024,7:00 PM - 8:00 PM,Petty Theft,Computer Science and Engineering Building,2408210060,"Secured bicycle stolen, loss $450.00",Report Taken,2024-08-21 20:00:00,Medium,32.88180060000001,-117.2335235
8/21/2024,12:20PM,8/21/2024,Petty Theft,Piedra Building,2024-1629,Secured bicycle stolen; loss $400,Online Report Filed,,Medium,,
8/25/2024,8/25/2024,8:00 PM - 10:00 PM,Petty Theft - Micro Mobility Device,Center For Memory And Recording Research,2024-1648,"Unsecured electric bicycle stolen, loss $900.00",Report Taken,2024-08-25 22:00:00,Expensive,32.88049,-117.2354682
8/26/2024,8/23/2024 - 8/26/2024,6:30 PM - 12:30 PM,Grand Theft - Micro Mobility Device,Humanities & Social Sciences Building,2024-1653,"Electric scooter and backpack taken from unlocked office, amount of loss unknown",Report Taken,2024-08-26 18:30:00,Medium,,
8/26/2024,8/26/2024,9:33 PM,Petty Theft,Rimac,2408260068,"Via 911 call, report of stolen scooter, referred to non-emergency line and online reporting",Information Only,2024-08-26 21:33:00,Medium,32.8851041,-117.2404977
8/27/2024,8/27/2024,09:00 AM - 6:00 PM,Petty Theft - Micro Mobility Device,Franklin Antonio Hall,2024-1663,"Secured electric bicycle stolen, loss $499.00",Report Taken,2024-08-27 18:00:00,Medium,32.8835013,-117.2349145
09-03-2024,09-03-2024,6:00 AM - 10:35 AM,Petty Theft - Micro Mobility Device,Leichtag Family Foundation,2024-1693,"Secured electric bicycle stolen, loss $600.00",Online Report Filed,2024-09-03 10:35:00,Expensive,32.8767963,-117.2372406
09-06-2024,09-06-2024,7:00PM-8:00PM,Petty Theft - Micro Mobility Device,Main Gymnasium,2024-1721,Secured electric scooter stolen; loss $400.00,Report Taken,2024-09-06 20:00:00,Medium,32.8771494,-117.2412479
9/13/2024,Unknown,Unknown,Petty Theft,Piedra - 9th Floor,2409130036,"Stolen bicycle, loss $939.00, victim does not desire report",Information Only,,Expensive,,
9/15/2024,9/13/2024 - 9/15/2024,5:00 PM - 1:50 PM,Petty Theft,Frankfurter Hall,2024-1760,"Secured bicycle stolen, loss $100.00",Report Taken,2024-09-15 17:00:00,Medium,32.8846291,-117.2329765
9/20/2024,09/19/2024 - 09/20/2024,9:30 PM - 9:30 AM,Report of Petty Theft,Scholars Parking On Scholars Drive North,2024-1787,Green mountain bike was taken from the first level directly under the Catalyst Building- loss is $500.00,Phone Report Taken,2024-09-20 21:30:00,Medium,32.8798209,-117.2415082
9/21/2024,9/21/2024,2:28 AM - 2:58 AM,Grand Theft/Micromobility,Geneva Hall,2024-1794,Subject took secured electric bicycle (unknown value) and bike rack (value: $300),Report Taken,2024-09-21 02:58:00,Medium,32.8855413,-117.2420642
9/21/2024,9/20/2024 - 9/22/2024,6:30 PM - 1:00 PM,Report of Grand Theft/Micromobility,Geneva Hall,2024-1798,"Related to earlier case. Secured, electric bicycle valued at $1,800",Report Taken,2024-09-22 18:30:00,Medium,32.8855413,-117.2420642
9/22/2024,9/22/2024,1:00 AM - 5:00 AM,Petty Theft,Gilman Drive,T24000215,"Secured bike from the bike racks, value is $600.00",Online Report Taken,2024-09-22 05:00:00,Expensive,32.8648237,-117.2364128
9/25/2024,08/15/2024 - 09/25/2024,5:00 pm- 8:00 AM,Report Of Petty Theft- Micro Mobility Device,Torrey Pines Center South On Torrey Pines Road,2024-1823,Unknown suspect forcefully removed Victims secured e-bike without permission- Value is $ 850.00,Report Taken,2024-09-25 17:00:00,Expensive,32.8905271,-117.2430509
9/26/2024,9/26/2024,10:50 AM - 12:00 PM,Report of Petty Theft - Micromobility,Center Hall,2024-1830,Unknown subject stole reporting party's scooter without permission. Estimated loss of $500,Report Taken,2024-09-26 12:00:00,Medium,32.8775468,-117.2374084
9/26/2024,9/26/2024,9:40 AM - 1:40 PM,Report of Petty Theft - Micromobility,Copa Vida Café,2024-1831,Unknown subject cut reporting party's lock and stole their scooter. Estimated loss of $350,Report Taken,2024-09-26 13:40:00,Medium,,
9/26/2024,9/26/2024,6:28 PM - 7:40 PM,Report of Grand Theft - Micromobility,Peterson Hall,2024-1835,Reporting party's secured scooter was stolen from location. Estimated loss of $1000,Report Taken,2024-09-26 19:40:00,Expensive,32.8799725,-117.2403292
9/26/2024,9/23/2024,11:00 AM - 11:55 AM,Report of Grand Theft - Bicycle,Canyonview Pool,T24000219,Subject's secured bicycle was stolen without permission form location. Estimated loss of $310,Online Report,2024-09-23 11:55:00,Medium,32.8805864,-117.2318744
9/27/2024,9/27/2024,9:03AM-11:20AM,Petty Theft - Micro Mobility Device,Mandeville Lane,2024-1855,"Secured Electric Scooter Stolen, Loss $500",Report Taken,2024-09-27 11:20:00,Medium,32.8775173,-117.2385697
9/28/2024,9/27/24-9/28/24,3:40PM-12:53AM,Petty Theft - Micro Mobility Device,Design and Innovation Building,2024-1845,Secured Electric Scooter Stolen; Loss $700,Report Taken,2024-09-28 15:40:00,Expensive,32.8794117,-117.2322377
9/28/2024,9/28/2024,12:25 PM,Petty Theft,Gymnasium,2024-1851,Secured Electric Scooter Stolen; Loss $300,Report Taken,2024-09-28 12:25:00,Medium,,
9/30/2024,9/29/24-9/30/24,9:00PM-08:30AM,Grand Theft,Vela,2024-1860,Secured bicycle stolen; Loss $985.00,Report Taken,2024-09-30 21:00:00,Expensive,,
9/30/2024,9/27/24-9/30/24,12:20PM-09:00AM,Petty Theft,Vela,2024-1859,Secured Bicycle stolen; Loss $120.00,Report Taken,2024-09-30 12:20:00,Medium,,
9/30/2024,9/30/2024,12:32 PM,Petty Theft - Micro Mobility Device,Rita Atkinson Residences,2409300050,Secured Electric Scooter Stolen; Loss $350.00,Report Taken,2024-09-30 12:32:00,Medium,32.872898,-117.2353067
9/30/2024,9/17/24-9/30/24,3:00PM-9:00AM,Grand Theft - Micro Mobility Device,Torrey Pines Center - South,2024-1864,"Secured Bicycle stolen, Loss $850.00",Report Taken,2024-09-30 15:00:00,Expensive,32.8905271,-117.2430509
9/30/2024,9/30/2024,5:00PM-5:50PM,Petty Theft - Micro Mobility Device,Peterson Hall,2024-1868,Secured Electric Scooter Stolen; Loss $400,Report Taken,2024-09-30 17:50:00,Medium,32.8799725,-117.2403292
9/30/2024,9/30/2024,6:54PM-7:11PM,Petty Theft - Micro Mobility Device,Design and Innovation Building,2024-1869,Secured Electric Scooter Stolen; Loss $377.00,Report Taken,2024-09-30 19:11:00,Medium,32.8794117,-117.2322377
9/30/2024,9/30/2024,4:00PM-4:50PM,Petty Theft - Micro Mobility Device,Peterson Hall,T24000221,Secured Electric Scooter Stolen; Loss 600,Online Report,2024-09-30 16:50:00,Low,32.8799725,-117.2403292
9/30/2024,9/30/2024,4:40PM-6:30PM,Petty Theft - Micro Mobility Device,Mandeville Lane,T24000222,Secured Electric Scooter Stolen; Loss $300,Online Report,2024-09-30 18:30:00,Medium,32.8775173,-117.2385697
10-01-2024,9/24/24-10/01/24,1:00PM-8:45AM,Petty Theft - Micro Mobility Device,Torrey Pines Center - South,2024-1876,"Secured Electric Scooter Stolen; Loss $1,500",Report Taken,2024-10-01 13:00:00,Medium,32.8905271,-117.2430509
10-02-2024,10-02-2024,5:00 PM - 6:30 PM,Grand Theft - Micro Mobility Device,Pepper Canyon Hall,2024-1887,"Usecured electric scooter stolen, loss $1000.00",Report Taken,2024-10-02 18:30:00,Expensive,32.8783769,-117.2337607
10-02-2024,10-02-2024,4:55 PM - 5:55 PM,Petty Theft - Micro Mobility Device,Ledden Auditorium,2024-1894,"Secured electric scooter stolen, loss $295.00",Online Report Filed,2024-10-02 17:55:00,Medium,32.87885540000001,-117.2416896
10-02-2024,10-02-2024,6:00 PM - 8:25 PM,Petty Theft - Micro Mobilty Device,Geisel Library,2024-1890,"Secured electric scooter stolen, loss $300.00",Report Taken,2024-10-02 20:25:00,Medium,32.881092,-117.2375659
10-03-2024,10-03-2024,5:19 PM,Petty Theft - Micro Mobility Device,Jacobs Hall,2024-1898,"Secured electric scooter and bike lock stolen, loss $235.00",Report Taken,2024-10-03 17:19:00,Medium,32.8816988,-117.2352306
10-04-2024,10-04-2024,1:33 PM,Petty Theft,York Hall,2410040038,Unknown male subject attempted to steal a scooter,Gone On Arrival,2024-10-04 13:33:00,Medium,32.8745478,-117.2400077
10-04-2024,10-04-2024,11:00AM-12:50PM,Petty Theft,Galbraith Hall,2024-1907,Secured electric scooter stolen; loss $500.00,Report Taken,2024-10-04 12:50:00,Medium,32.8737102,-117.2409723
10-04-2024,10-04-2024,2:05PM,Petty Theft,Miramar Street,2024-1912,Secured bicycle stolen; loss $350.00,Online Report Filed,2024-10-04 14:05:00,Medium,32.8735076,-117.2238704
10-04-2024,10-04-2024,1:45PM-2:46PM,Petty Theft,Peterson Hall,2024-1908,Secured electric scooter stolen; loss $538.73,Report Taken,2024-10-04 14:46:00,Expensive,32.8799725,-117.2403292
10-05-2024,10/4/2024 - 10/5/2024,4:00 PM - 11:30 AM,Petty Theft,Seventh College West #6,2024-1916,"Secured bicycle stolen, loss $300.00",Online Report Filed,2024-10-05 16:00:00,Medium,,
10-05-2024,10/4/2024 - 10/5/2024,7:00 PM - 10:30 AM,Petty Theft,Earth Hall North,2024-1915,"Secured bicycle stolen, loss of $550.00",Online Report Filed,2024-10-05 19:00:00,Expensive,32.8856567,-117.2428338
10-05-2024,10-05-2024,6:45 PM - 10:35 PM,Petty Theft - Micro Mobility Device,Jacobs Hall,2024-1918,"Secured electric scooter stolen, loss $300.00",Online Report Filed,2024-10-05 22:35:00,Medium,32.8816988,-117.2352306
10-07-2024,10-02-2024,5:00 PM-7:00 PM,Petty Theft - Micro Mobility Device,Franklin Antonio Hall,2024-1931,Secured electric scooter stolen; loss $700.00,Online Report Filed,2024-10-02 19:00:00,Expensive,32.8835013,-117.2349145
10-07-2024,10-07-2024,12:00 PM-1:00 PM,Petty Theft - Micro Mobility Device,York Hall,2024-1932,Secured electric scooter stolen; loss $900.00,Online Report Filed,2024-10-07 13:00:00,Expensive,32.8745478,-117.2400077
10-07-2024,10-07-2024,4:29 PM,Courtesy Report for Outside Agency - Grand Theft,9865 Towne Centre Drive,2024-1934,"Secured bicycle stolen from off campus location and recovered on campus, loss $1,000.00",Report Taken,2024-10-07 16:29:00,Medium,32.8862471,-117.2149726
10-07-2024,10-07-2024,9:20 AM-5:20 PM,Petty Theft - Micro Mobility Device,Wells Fargo Hall,2024-1938,Secured electric bicycle stolen; loss $500.00,Online Report Filed,2024-10-07 17:20:00,Medium,32.88696,-117.2417952
10-07-2024,10-07-2024,5:10 PM - 5:50 PM,Petty Theft - Micro Mobility Device,Center Hall,2024-1935,Secured electric scooter stolen; loss 600.00,Report Taken,2024-10-07 17:50:00,Medium,32.8775468,-117.2374084
10-07-2024,10-07-2024,5:00 PM-6:15 PM,Petty Theft - Micro Mobility Device,Center Hall,2024-1936,Secured electric scooter stolen; loss $450.00,Report Taken,2024-10-07 18:15:00,Medium,32.8775468,-117.2374084
10-07-2024,10-07-2024,9:30 AM-7:30 PM,Petty Theft,Geisel Library,2024-1939,"Secured electric scooter stolen, loss $480.00",Online Report Filed,2024-10-07 19:30:00,Medium,32.881092,-117.2375659
10-08-2024,10-05-2024,7:00PM-11:59PM,Petty Theft,Frankfurter Hall,2024-1942,"Secured bicycle stolen, loss $450.00",Online Report Filed,2024-10-05 23:59:00,Medium,32.8846291,-117.2329765
10-08-2024,8/15/2024,2:00 PM-7:00 PM,Petty Theft - Micro Mobility Device,Price Center West - Target,2024-1946,"Secured electric scooter stolen, loss $200.00",Online Report Filed,2024-08-15 19:00:00,Medium,32.8794123,-117.2368497
10-08-2024,10-08-2024,12:00 PM - 1:00 PM,Petty Theft,Gilman Parking,2024-1953,"Secured bicycle stolen, loss $50.00",Online Report Filed,2024-10-08 13:00:00,Low,32.8773774,-117.2338526
10-08-2024,10/5/2024-10/08/2024,3:55PM,Petty Theft - Micro Mobility Device,Voigt Drive,2024-1954,"Secured electric scooter stolen, loss $600.00",Online Report Filed,2024-10-08 15:55:00,Expensive,32.8811362,-117.2295642
10-08-2024,10-08-2024,8:10PM-10:45PM,Petty Theft - Micro Mobility Device,Trolley - Central Campus,2024-1956,"Secured electric scooter stolen, loss $377.00",Report Taken,2024-10-08 22:45:00,Medium,,
10-09-2024,10-09-2024,2:05 PM,Petty Theft,Sally T Wongavery Library,2410090067,Reporting party requesting phone report for stolen bicycle,Information Only,2024-10-09 14:05:00,Medium,32.8752695,-117.2369405
10-09-2024,10-09-2024,1:00 PM-2:00 PM,Petty Theft - Micro Mobility Device,Blake Hall,2024-1960,"Secured electric scooter and bike lock stolen, loss $525.00",Report Taken,2024-10-09 14:00:00,Expensive,32.8749765,-117.2417333
10-09-2024,10-09-2024,5:13PM-5:32PM,Grand Theft - Micro Mobility Device/ Drug Law Violations/Warrant Arrest,Trolley - La Jolla Health Station,2024-1962,Non-affiliate male contacted after being found in possession of a reported stolen scooter that,Report Taken,2024-10-09 17:32:00,Medium,,
10-10-2024,10-10-2024,11:00 AM - 1:50 PM,Report of Petty Theft - Micro Mobility Device,Social Sciences Research Building,2024-1976,"Secured electric scooter stolen, loss $530",Report Taken,2024-10-10 13:50:00,Expensive,32.8807041,-117.2400766
10-10-2024,10-10-2024,7:00 PM - 10:00PM,Report of Petty Theft - Micro Mobility Device,Geisel Library,2024-1980,"Secured electric scooter stolen, loss $227",Report Taken,2024-10-10 22:00:00,Medium,32.881092,-117.2375659
10-10-2024,10-09-2024,7:45 PM - 10:00 PM,Petty Theft - Micro Mobility Device,Pepper Canyon Hall,2024-1965,"Secured electric scooter stolen, loss $400",Report Taken,2024-10-09 22:00:00,Medium,32.8783769,-117.2337607
10-10-2024,10/9/2024 - 10/10/2024,8:00 PM - 7:20 AM,Petty Theft - Bicycle,Tierra,2024-1975,"Secured bike stolen, loss $100",Report Taken,2024-10-10 20:00:00,Medium,,
10-11-2024,10-11-2024,3:50PM-4:55PM,Petty Theft,Muir Biology and Applied Physics,2024-1992,Secured Electric Scooter Stolen; Loss $300,Online Report,2024-10-11 16:55:00,Medium,,
10-11-2024,10-11-2024,12:00PM-6:20PM,Petty Theft,Miramar Street,2024-1995,Secured Bicycle stolen; Loss $600,Online Report,2024-10-11 18:20:00,Expensive,32.8735076,-117.2238704
10-11-2024,10/05/24-10/09/24,9:55PM,Petty Theft,Innovation Lane,2024-1990,Secured Electric Scooter Stolen; Loss $400,Online Report,2024-10-09 21:55:00,Medium,32.8792475,-117.2316562
10-12-2024,10-12-2024,2:37 PM,Report of Grand Theft - Bicycle,York Hall,2410120051,"Secured bicycle was stolen, loss of $1000. No answer on callback",Information Only,2024-10-12 14:37:00,Expensive,32.8745478,-117.2400077
10-12-2024,10-12-2024,10:50 PM - 11:48 PM,Report of Petty Theft,Marshall Residential Life,2024-1997,Report of missing and found skateboard,Report Taken and Cancelled,2024-10-12 23:48:00,Low,,
10-12-2024,10-12-2024,11:20 PM - 11:35 PM,Report of Petty Theft - Bicycle,Brisa,2024-1999,"Secured bicycle was stolen, loss of $1590",Report Taken,2024-10-12 23:35:00,Expensive,,
10-12-2024,10-11-2024,10:35 PM - 11:00 PM,Petty Theft - Bicycle,Price Center/Target,2024-2000,"Secured electric scooter was stolen, loss of $349.99",Report Taken,2024-10-11 23:00:00,Medium,32.8798916,-117.2363115
10/13/2024,10-11-2024,6:30 PM - 10:30 PM,Report Of Grand Theft- Micro Mobility Device,Galbraith Hall,2024-2003,Secured e-500 cosmic blue scooter taken from the bike rails outside the hall.,Report Taken,2024-10-11 22:30:00,Medium,32.8737102,-117.2409723
10/13/2024,10/13/2024,9:47 PM,Report of Petty Theft- Micro Mobility Device,Geisel Library On Hopkins Drive,2024-2004,Secured electric scooter was taken by an unknown suspect at the bicycle rack west of the Geisel Library entrance. Value is $400.00,Report Taken,2024-10-13 21:47:00,Medium,32.881092,-117.2375659
10/14/2024,10/14/2024,8:40AM-11:50AM,Petty Theft - Micro Mobility Device,Center Hall,2024-2007,Secured Electric Scooter Stolen; Loss $300,Report Taken,2024-10-14 11:50:00,Medium,32.8775468,-117.2374084
10/14/2024,10/14/2024,10:18 PM,Grand Theft - Micro Mobility Device,Design and Innovation Building,2410140090,Secured Electric Scooter Stolen; Loss $289,Report Taken,2024-10-14 22:18:00,Medium,32.8794117,-117.2322377
10/14/2024,10/14/2024,4:00PM-4:50PM,Petty Theft,Gilman Drive,2024-2011,Secured Electric Scooter Stolen; $500,Online Report,2024-10-14 16:50:00,Medium,32.8648237,-117.2364128
10/15/2024,10/15/2024,12:20PM-4:05PM,Petty Theft - Micro Mobility Device,Center Hall,2024-2018,Secured Electric Scooter Stolen; Loss $250,Online Report,2024-10-15 16:05:00,Medium,32.8775468,-117.2374084
10/15/2024,10/15/2024,3:15PM-3:40PM,Petty Theft - Micro Mobility Device,Geisel Library,2024-2019,Secured Electric Scooter Stolen; Loss $650,Online Report,2024-10-15 15:40:00,Expensive,32.881092,-117.2375659
10/16/2024,10/16/2024,11:21 AM,Petty Theft,York Hall,2410160045,Reporting party's scooter was left in a classroom yesterday and is now lost,Information Only,2024-10-16 11:21:00,Medium,32.8745478,-117.2400077
10/16/2024,10/15/2024 - 10/16/2024,12:00AM - 10:00AM,Grand Theft,Azad,2024-2034,"Unsecured bicycle stolen, loss $2000.00",Online Report Filed,2024-10-16 10:00:00,Expensive,,
10/16/2024,10/16/2024,4:00 PM - 6:00 PM,Grand Theft- Micro Mobility,Geisel Library,2024-2030,"Secured electric scooter stolen, loss $1000.00",Report Taken,2024-10-16 18:00:00,Expensive,32.881092,-117.2375659
10/16/2024,10/16/2024,12:30PM - 1:50PM,Petty Theft - Micro Mobility Device,Geisel Library,2024-2035,"Secured electric scooter stolen, loss $450.00",Report Taken,2024-10-16 13:50:00,Medium,32.881092,-117.2375659
10/16/2024,10-11-2024,2:00 PM - 6:00PM,Petty Theft- Micro Mobility Device,Ledden Auditorium,2024-2036,"Secured electric scooter stolen, loss $379.00",Report Taken,2024-10-11 18:00:00,Medium,32.87885540000001,-117.2416896
10/17/2024,10/17/2024,12:30 PM - 1:50 PM,Petty Theft- Micro Mobility Device,Center Hall,2024-2041,"Secured electric scooter stolen, loss $625.00",Report Taken,2024-10-17 13:50:00,Expensive,32.8775468,-117.2374084
