Date Reported,Date Occurred,Time Occurred,Incident Type,Location,Incident/Case#,Summary,Disposition
4/19/2024,1/1/2024 ‐ 4/19/2024,Unknown,Petty Theft,Torrey Pines Center ‐ South,2024‐0777,"Secured bicycle stolen, loss $100.00",Report Taken
4/20/2024,4/19/2024 ‐ 4/20/2024,6:15 PM ‐ 11:45 AM,Petty Theft ‐ Motor Vehicle Theft,Innovation Lane,2024‐0781,"Secured electric scooter stolen, loss $300.00",Report Taken
4/20/2024,4/20/2024,5:30 AM ‐ 8:10 PM,Grand Theft ‐ Micro Mobility Device,Viento,2024‐0785,"Secured electric scooter stolen, loss $2,500.00",Report Taken
4/21/2024,04/20/24‐04/21/24,9:00PM‐11:45AM,Grand Theft ‐ Micro Mobility Device,Tenaya Hall,2024‐0789,"Secured electric bicycle stolen, loss $900.00",Report Taken
4/21/2024,4/19/2024‐4/20/24,6:00 AM‐1:00 AM,Grand Theft ‐ Micro Mobility Device,Conrad Prebys Music Center,2024‐0791,"Secured electric bicycle stolen, loss $1,000.00",Online Report
4/22/2024,4/17/2024,1:00 AM‐9:00 AM,Petty Theft,Seventh College,2024‐0805,"Secured bicycle stolen, loss $250.00",Online Report
4/23/2024,4/23/2024,2:24 PM,Petty Theft,Neighborhood ‐ Coast Apartments,2404230047,Reporting party tracking bicycle to Sports Arena area,Referred to Other Agency ‐ San Diego Police Department
4/25/2024,4/25/2024,9:50 AM,Petty Theft ‐ Micro Mobility Device,9515 Gilman Drive ‐ Bike Rack,2404250031,"Secured electric scooter stolen, loss $275.00",Report Taken
4/25/2024,4/25/2024,12:36 PM,Petty Theft,"1 Miramar Street Complex, Between Building #1 & #2",T24000124,"Secured bicycle stolen, Loss $65.00",Online Report
4/26/2024,3/22/2024 ‐ 4/1/2024,Unknown,Petty Theft,Latin America Hall & North America Hall,2404260030,"Victim's bicycle stolen, loss $200.00",Information Only
4/26/2024,4/26/2024,3:00 PM‐5:00 PM,Petty Theft,Applied Physics and Mathematics,2024‐0847,"Secured electric scooter stolen, loss $280.00",Online Report
4/26/2024,4/26/2024,1:10 PM‐6:57 PM,Petty Theft,Argo Hall,2024‐0833,"Unknown suspect(s) stole victim's cell phone holder off his bicycle, loss $50.99",Report Taken
4/27/2024,4/26/2024 ‐ 4/27/2024,5:10 PM ‐ 5:10 PM,Petty Theft ‐ Micro Mobility Device,Gilman Drive,2024‐0850,"Secured electric scooter stolen, loss $250.00",Online Report
4/28/2024,4/28/2024,9:00 AM ‐ 5:00 PM,Petty Theft,Warren Lecture Hall,2024‐0846,"Secured bicycle stolen, loss $500.00",Report Taken
4/28/2024,4/28/2024,7:02 PM,Petty Theft of Micro Mobility Device,Main GYM,2404280037,"Stolen electric scooter, will call back to make report",Information Only
4/29/2024,4/23/2024 ‐ 4/24/2024,8:00 PM ‐ 12:00 PM,Petty Theft,"One Miramar Street, Building 1",2024‐0854,"Secured bicycle stolen, loss $900.00",Report Taken
4/29/2024,4/29/2024,5:00 PM ‐ 6:25 PM,Petty Theft ‐ Micro Mobility Device,Cater Hall,2024‐0858,"Secured electric scooter stolen, loss $520.00",Report Taken
4/29/2024,4/29/2024,6:20 AM ‐ 10:24 PM,Petty Theft ‐ Micro Mobility Device,Peterson Hall,2024‐0860,"Secured electric bicycle stolen, loss $500.00",Report Taken
4/29/2024,4/29/2024,8:30 PM ‐ 9:10 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐0871,"Secured electric scooter stolen, loss $250.00",Online Report
4/29/2024,4/29/2024,1:30 PM ‐ 11:00 PM,Petty Theft,Trolley ‐ Central Campus Station,2024‐0880,"Secured electric scooter stolen, loss $479.00",Online Report
4/30/2024,4/29/2024,4:22 PM ‐ 7:33 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐0881,"Secured electric scooter stolen, loss $500.00",Online Report
4/30/2024,4/29/2024,6:25 PM ‐ 10:30 PM,Petty Theft ‐ Micro Mobility,Geisel Library,2024‐0882,"Secured electric scooter stolen, loss $800.00",Report Taken
4/30/2024,4/30/2024,3:28 PM,Petty Theft,Scholars Drive North,2404300042,"Stolen bicycle, victim will file report online",Service Provided
4/30/2024,4/30/2024,8:15 PM 10:00 PM,Petty Theft,Trolley ‐ Central Campus Station,2024‐0883,"Secured electric scooter stolen, loss $750.00",Online Report
5/2/2024,5/1/2024 - 5/2/2024,11:30 AM - 11:30 AM,Petty Theft,Gilman Drive,2024-0903,"Secured bicycle stolen, loss $200.00",Online Report
5/2/2024,5/1/2024 - 5/2/2024,6:00 PM - 12:30 PM,Petty Theft - Micro Mobility Device/ Vandalism,Seventh College,2024-0884,"Secured electric bicycle stolen and lock damaged, loss $410.00",Report Taken
5/4/2024,5/4/2024,5:00 AM - 12:00 PM,Petty Theft - Micro Mobility Device,Matthews Apartments,2024-0908,"Secured electric scooter stolen, loss $800.00",Report Taken
5/7/2024,5/1/2024,9:00 AM-5:00 PM,Petty Theft - Micro Mobility Device,Preuss School,2024-0985,Unsecured electric scooter stolen; loss $450.00,Report Taken
5/7/2024,05/05/24 - 5/07/24,4:00 PM-8:00 AM,Petty Theft - Micro Mobility Device,9330 Eucalyptus Lane,2024-0989,"Secured electric scooter stolen, loss $900.00",Report Taken
5/8/2024,4/29/24 - 4/30/24,8:15 PM-3:15 AM,Petty Theft,Pepper Canyon Hall,2024-1032,"Secured electric scooter stolen, loss $537.00",Online Report
5/8/2024,5/6/2024,2:00PM-5:00PM,Petty Theft,Piedra Apartments,2024-0992,"Secured bicycle stolen, loss 800.00",Report Taken
5/8/2024,5/8/2024,9:00 AM-1:00 PM,Petty Theft,Jacobs Medical Center,2024-0993,"Secured bicycle stolen, loss $400.00",Online Report
5/8/2024,5/8/2024,3:00 PM-6:25 PM,Petty Theft - Micro Mobility Device,Trolley - Central Campus,2024-0995,Secured electric scooter; loss 600.00,Report Taken
5/8/2024,5/8/2024,3:30 PM - 6:30 PM,Petty Theft,Geisel Library,2024-0996,"Secured electric scooter stolen, loss $700.00",Report Taken
5/9/2024,5/08/2024 - 5/09/2024,10:00 PM-4:00 PM,Grand Theft - Micro Mobility Device,Seventh College East,2024-1002,"Secured electric scooter stolen, loss $2,000.00",Report Taken
5/9/2024,5/9/2024,7:15 PM-8:15 PM,Petty Theft - Micro Mobility Device,Peterson Hall,2024-1004,"Secured electric scooter stolen, loss $470.00",Report Taken
5/10/2024,4/21/2024 - 4/22/2024,7:00 PM-9:00 AM,Petty Theft,Library Walk,2024-1007,"Secured bicycle stolen, loss $200.00",Report Taken
5/10/2024,5/10/2024,8:51 PM,Petty Theft,Parking Lot P701,2405100052,Reporting party seen subject trying to steal a bike,Unable to Locate
5/12/2024,5/12/2024,3:45 PM - 6:45 PM,Petty Theft,Trolley - Central Campus Station,2024-1030,"Secured bicycle stolen, loss $700.00",Online Report
5/14/2024,5/14/2024,6:30 PM -7:50 PM,Petty Theft - Micro Mobility Device,Pepper Canyon Hall,2024-1038,"Electric scooter stolen from outside lecture hall, loss $400.00",Online Report
5/14/2024,05/09/2024 - 05/14/2024,10:10 PM,Grand Theft,Europe Hall,2024-1042,"Bicycle stolen from common area, loss $2000.00",Report Taken
5/15/2024,5/15/2024,4:00 PM ‐ 7:03 PM,Grand Theft ‐ Micro Mobility Device,Trolley‐ Central Campus Station,2024‐1048,"Secured electric bike stolen, loss $1000.00",Report Taken
5/17/2024,5/17/2024,2:00 PM ‐ 2:50 PM,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,2024‐1057,"Secured electric scooter stolen, loss $250.00",Report Taken
5/17/2024,Unknown,Unknown,Petty Theft ‐ Micro Mobility Device,UC San Diego Campus,2405170048,"Per San Diego Police, parent's son got scooter stolen and tracked to Old Town",Information Only
5/17/2024,5/17/2024,4:00 PM ‐ 5:20 PM,Petty Theft,Applied Physics and Mathematics,2024‐1060,"Secured bicycle stolen, loss is $400.00",Report Taken
5/18/2024,5/18/2024,1:40 PM,Petty Theft ‐ Micro Mobility Device,Beagle Hall,2024‐1067,"Electric scooter stolen, loss $800.00",Report Taken
5/18/2024,5/18/2024,4:00 PM ‐ 6:05 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2024‐1068,"Electric scooter stolen, loss $450.00",Report Taken
5/19/2024,5/17/2024 ‐ 5/19/2024,1:00 PM‐3:00 PM,Petty Theft,York Hall,2024‐1071,"Secured bicycle stolen, loss $270.00",Report Taken
5/19/2024,5/19/2024,5:00PM‐9:00PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2024‐1072,"Secured electric scooter stolen, loss $450.00",Report Taken
5/19/2024,5/19/2024,11:00 AM ‐ 10:00 PM,Petty Theft,Franklin Antonio Hall,2024‐1075,"Secured bicycle stolen, loss $175.00",Report Taken
5/20/2024,5/18/2024‐5/19/2024,10:00 PM‐9:00 AM,Grand Theft,Mesa Apartments ‐ South,2024‐1081,"Secured electric bicycle stolen, loss $2,000",Report Taken
5/21/2024,5/17/2024 ‐ 5/18/2024,6:00 PM ‐ 10:00 AM,Petty Theft,Cala,2024‐1084,"Unknown suspect(s) forcefully removed battery from victim's electric bicycle, loss $300.00",Report Taken
5/21/2024,5/21/2024,11:00 AM‐3:10 M,Petty Theft,Center Hall ‐ Outside Bike Rack,2024‐1088,"Secured electric Scooter taken, loss $600.00",Report Taken
5/21/2024,5/21/2024,5:00PM ‐ 6:20PM,Petty Theft,Center Hall,2024‐1090,"Theft of an electric scooter, loss $500.00",Report Taken
5/22/2024,5/21/2024,5:00 AM ‐ 2:10 PM,Petty Theft ‐ Micro Mobility Device,Halicioglu Data Science Institute,2024‐1092,"Secured electric bike stolen, loss $350.00",Report Taken
5/22/2024,5/22/2024,5:05 PM ‐ 5:50 PM,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,2024‐1106,"Secured electric scooter stolen, loss $350.00",Report Taken
5/23/2024,5/21/2024,1:00 PM ‐ 3:00 PM,Petty Theft ‐ Micro Mobility Device,RIMAC,2024‐1107,"Secured electric scooter stolen, loss $400.00",Online Report Filed
5/23/2024,05/22/2024 ‐ 05/23/2024,9:00 PM ‐ 2:40 AM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐1108,"Secured electric bicycle stolen, loss $369.00",Online Report Filed
5/23/2024,5/23/2024,12:00 PM ‐ 4:30 PM,Grand Theft ‐ Micro Mobility Device,Kaleidoscope,2024‐1100,"Unsecured electric bicycle stolen, loss $2,000.00",Report Taken
5/22/2024,5/23/2024,12:30 PM ‐ 6:30 PM,Petty Theft ‐ Micro Mobility Device,Ridge walk Academic Complex,2024‐1110,"Unsecured electric scooter stolen, loss $479.00",Online Report Filed
5/24/2024,05/15/204 ‐ 05/23/2024,3:00 PM ‐ 11:55 PM,Petty Theft,Computer Science & Engineering Building,2024‐1112,"Secured bicycle stolen, loss $300.00",Online Report Filed
5/27/2024,5/26/2024 ‐ 5/27/2024,11:00 PM ‐ 4:00 PM,Petty Theft ‐ Micro Mobility Device,Hopkins Drive,2024‐1130,"Secured electric scooter stolen, loss $300.00",Report Taken
5/28/2024,05/25/2024 ‐ 05/28/2024,4:10 PM,Petty Theft,Douglas Hall ‐ Bike Rack,T24000157,"Theft of of bicycle part, loss $700.00",Report Taken
5/29/2024,05/28/2024 ‐ 05/28/2024,9:30 AM ‐ 10:50 AM,Petty Theft ‐ Micro Mobility Device,Center Hall,2024‐1145,"Unsecured electric scooter stolen, loss $350.00",Report Taken
5/30/2024,5/30/2024,8:40 AM,Petty Theft ‐ Micro Mobility Device,Brisa ‐ 4th Floor,T2400159,"Secured electric scooter stolen, loss $700.00",Online Report Field
5/30/2024,5/30/2024,12:35 PM ‐ 1:55 PM,Petty Theft,DIB Makerspace/ Lyman Lane,T24000161,"Victim's unsecured Razor scooter and helmet stolen, loss $80.00",Online Report Field
5/31/2024,5/31/2024,12:30 PM ‐ 1:50PM,Petty Theft,RIMAC West Side,T24000162,"Theft of Trek 10 speed bike, loss is $150.00",Report Taken
5/31/2024,5/31/2024,12:00 PM ‐ 5:00 PM,Petty Theft,Target Bike Racks,T2400163,"Theft of a bike, loss is $138.16.",Report Taken
6/1/2024,6/1/2024,9:25 AM,Petty Theft,Miramar Street,2024‐1165,Between building 1 and 2 bike racks and multiple bikes stolen,Report Taken
6/1/2024,6/1/2024,12:52 PM,Grand Theft,Miramar Street,2406010037,"Unknown suspect took a bicycle without owners permission, loss $1000",Report Taken
6/1/2024,6/1/2024,2:31 PM,Petty Theft,Miramar Street,2024‐1169,"Unknown suspect stole bicycle, loss $73.00",Report Taken
6/1/2024,5/31/24‐6/1/24,7:30PM‐9:30AM,Petty Theft,Miramar Street,T24000164,"Bicycle wheel stolen from secured bicycle, Loss $200",Online Report
6/2/2024,6/2/2024,2:37 AM ‐ 4:14 AM,Petty Theft/ Obstruct Peace Officer/ Possess Burglary Tools,Argo Hall,2024‐1172,Subject led officers in short foot pursuit after trying to steal a bicycle,Disposition Closed by Adult Citation
6/2/2024,6/2/2024,12:00 PM ‐ 7:00 PM,Grand Theft,Jacobs Hall,2024‐1175,"Secured bicycle stolen, loss $1,000.00",Report Taken
6/3/2024,6/3/2024,6:00 PM ‐ 8:20 PM,Petty Theft,Starbucks,2024‐1182,"Micro mobility device taken from the bike racks west of the Starbucks , loss is $600.00",Report Taken
6/4/2024,6/4/2024,3:30 PM ‐ 4:50 PM,Petty Theft ‐ Micro Mobility Device,Humanities &Social Sciences,2024‐1196,"Secured electric scooter stolen, loss $350.00",Report Taken
6/4/2024,5/29/2024,4:30 PM,Petty Theft ‐ Micro Mobility Device,York Hall,2024‐1197,"Secured electric scooter stolen, loss $500.00",Online Report Field
6/5/2024,6/5/2024,7:30 AM ‐ 10:30 AM,Petty Theft,Parking Lot P703,2024‐1198,"Secured bicycle stolen, loss $420.00",Report Taken
6/5/2024,5/29/2024,2:10 PM ‐ 2:45 PM,Petty Theft ‐ Micro Mobility Device,Peterson Hall,2024‐1203,"Unsecured electric scooter stolen, loss $399.00",Online Report Field
6/5/2005,6/4/2024 ‐ 6/7/2024,5:00 PM ‐ 12:00 PM,Petty Theft,La Jolla Del Sol Apartments,2024‐1213,"Stolen bicycle, loss $125.00",Report Taken
6/7/2024,6/7/2024,3:00 PM ‐ 4:00 PM,Petty Theft ‐ Micro Mobility Device,Physics and Mathematics Building,2024‐1218,"Secured electric scooter stolen, loss $550.00",Online Report Filed
6/8/2024,6/8/2024,8:00 AM ‐ 10:00 AM,Grand Theft ‐ Micro Mobility Device,Center Hall,2024‐1219,"Secured electric scooter and electric scooter stolen, total loss $2,300.00",Report Taken
6/8/2024,6/4/2024 ‐ 6/8/2024,12:00 AM ‐ 12:00 PM,Petty Theft of Micro Mobility Device,Galathea Hall,2024‐1234,"Secured electric bicycle stolen, loss $650.00",Online Report Filed
6/9/2024,6/8/2024,5:00 PM ‐ 11:50 PM,Petty Theft ‐ Micro Mobility Device,Design and Innovation Building,2024‐1235,"Secured electric scooter stolen, loss $451.00",Online Report Filed
6/10/2024,6/10/2024,7:00 PM ‐ 10:00 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐1232,"Secured electric bicycle stolen, loss $300.00",Report Taken
6/10/2024,6/10/2024,1:15 PM ‐ 6:00 PM,Petty Theft ‐ Micro Mobility Device,RWAC,T24000170,"Secured electric scooter stolen, loss $300.00",Online Report Filed
6/10/2024,6/10/2024,2:00 PM ‐ 3:00 PM,Petty Theft ‐ Micro Mobility Device,Sixth Market,2024‐1237,"Secured electric scooter stolen, loss $440.00",Report Taken
6/10/2024,6/10/2024,9:05 AM ‐ 9:08 AM,Grand Theft,Parking Lot P418,2024‐1247,"Subject contacted for stealing a bicycle, recovered amount $4,000.00",Report Taken
6/10/2024,6/10/2024,6:45 PM ‐ 10:30 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2024‐1239,"Secured electric scooter stolen, loss $750.00",Report Taken
6/11/2024,6/9/2024 ‐ 6/10/2024,10:00 PM ‐ 4:00 AM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐1242,"Secured e‐scooter stolen, loss $700.00",Report Taken
6/11/2024,6/11/2024,11:15 ‐ 1:00 pm,Petty Theft ‐ Micro Mobility Device,York Hall ‐ Bike Station,2024‐1243,"Secured electric scooter stolen, loss $529.00",Report Taken
6/11/2024,06/07/2024 ‐ 06/07/2024,2:00 PM ‐ 6:00 PM,Petty Theft‐ Micro Mobility Device,Mesa Apartments,2024‐1246,"Unsecured electric scooter stolen from outside victim's apartment, loss $399.00",Report Taken
6/11/2024,06/10/2024 ‐ 06/11/2024,12:00 PM ‐ 7:40 AM,Petty Theft,Nuevo East,T24000171,"Secured bicycle stolen, loss $350.00",Report Taken
6/12/2024,05/08/2024 ‐ 05/09/2024,6:00 PM ‐ 10:00 AM,Petty Theft ‐ Micro Mobility Device,Africa Hall,2024‐1255,Theft of an unsecured e‐scooter; Loss $500.00,Report Taken
6/12/2024,6/12/2024,6:15 PM ‐ 7:15 PM,Petty Theft‐ Micro Mobility Device,Main Gymnasium,2024‐1257,"Theft a secured electric bike taken, loss $600.00",Report Taken
6/13/2024,6/13/2024,3:00 PM ‐ 5:00 PM,Petty Theft‐ Micro Mobility Device,Gilman Drive,2024‐1268,Theft of Segway Ninebot scooter; Loss $600.00,Online Report Taken
6/13/2024,6/13/2024,1:00 PM ‐ 6:00 PM,Petty Theft‐ Micro Mobility Device,Revelle Plaza,2024‐1269,"Petty theft of as secured electric foldable mountain bike, Loss $850.00",Online Report Taken
6/19/2024,06/18/2024 ‐ 06/16/2024,6:00 PM ‐ 10:00 AM,Petty Theft,UCSD Central Campus Station Bike Barn,2024‐1298,Secured bike taken from the bike barn area and recovered on the next day,Report Taken
6/26/2024,06/04/2024 - 06/05/2024,10:00 AM - 12:30 AM,Petty Theft,Structural & Material Engineering Building,2024-1334,"Secured bicycle stolen, loss 300.00",Report Taken
6/27/2024,6/27/2024,3:04 PM,Petty Theft,The Trove,2024-1356,"Secured bicycle stolen, loss $150.00",Online Report Filed
7/1/2024,6/27/2024,10:45 AM - 2:00 PM,Petty Theft,Geisel Library,2024-1356,"bicycle parts taken from secured bicycle, loss $150.00",Report Taken
7/1/2024,6/28/2024,Unknown,Petty Theft,Mesa Apartments Central,2407010034,"Reporting party believes young child took their scooter, child and family have moved, requesting assistance from housing",Referred to Other UCSD Department
7/3/2024,7/3/2024,4:32 PM,Petty Theft- Micro Mobility Device,Cala - 1st Floor Lobby,2407030032,"Unsecured electric scooter stolen, loss unknown, no report desired",Information Only
7/4/2024,7/4/2024,6:00 AM-1:00 PM,Petty Theft - Micro Mobility Device,School of Medicine Building 1,2024-1369,Secured electric scooter stolen; loss $350.00,Disposition Report Taken
7/4/2024,7/3/2024,4:00 PM,Petty Theft - Bicycle,Jacobs Medical Center,LJ24-07-03-0510,"Victim's bicycle stolen from back of building, amount of loss unknown",Hospital Security Incident Report Generated
7/5/2024,7/4/2024 - 7/5/2024,12:00 AM - 1:15 PM,Petty Theft - Micro Mobility Device,Kaleidoscope,2024-1373,"Unsecured electric scooter stolen, loss $799.00",Online Report Filed
7/7/2024,7/7/2024,8:00 AM - 10:00 AM,Petty Theft,Stein Clinical Research Building,2024-1379,"Secured bicycle stolen, loss $150.00",Online Report Report Filed
7/13/2024,7/13/2024,10:28 AM,Petty Theft - Micro Mobility Device,Mesa Verde Hall,2024-1415,"Secured e-scooter stolen, loss $600.00",Report Taken
7/15/2024,7/11/2024 - 07/15/2024,9:45 AM - 3:30 PM,Grand Theft / Vandalism,Miramar Street,2024-1424,"Bike rack stolen off vehicle, loss $1,189.00",Report Taken
7/17/2024,7/16/2024,11:00 AM - 5:00 PM,Grand Theft - Micro Mobility Device,Biomedical Sciences Way,2024-1432,"Secured electric bike stolen, loss $1,200.00",Online Report
7/18/2024,7/18/2024,3:52 PM - 3:54 PM,Grand Theft - Micro Mobility Device / Weapons Law Violation,Design and Innovation Lane,2024-1440,"Secured electric bicycle stolen, loss $3,500.00, and suspect found in possession of 9 oz. canister of peppery spray",Transported to Hospital
7/18/2024,7/18/2024,12:00 PM - 4:00 PM,Petty Theft,Mayer Hall,2024-1441,"Victims's unattended headphones and scooter charger stolen from outside location, loss $400.00",Report Taken
7/19/2024,7/19/2024,10:18 AM - 10:19 AM,Petty Theft - Micro Mobility Device,Target,2024-1445,"Secured electric scooter stolen, loss $100.00",Report Taken
7/22/2024,7/22/2024,8:47 PM,Petty Theft,Geisel Library,2024-1459,"Bike seat stolen, loss $40.00",Report Taken
7/23/2024,7/23/2024,4:15 AM,Petty Theft,Mesa Apartments South,2024-1461,"Secured bicycle stolen, loss $400.00",Report Taken
7/23/2024,7/23/2024,12:45 PM,Petty Theft - Micro Mobility Device,Mesa Apartments South,2024-1463,"Secured electric scooter stolen, loss $300.00",Report Taken
7/28/2024,7/24/2024 - 7/27/2024,10:00 AM,Petty Theft,Trolley - Central Campus Station,2024-1489,"Unknown suspect removed rear brake pads from victim's bicycle, loss $20.00",Report Taken
7/29/2024,07/28/2029 - 07/29/2024,12:09 AM - 5:00 PM,Petty Theft,Trolley- Central Campus Station,2024-1494,Secured e-scooter stolen - loss $400.00,Report Taken
7/30/2024,07/30/202,5:00 PM- 5:50 PM,Theft - Micro Mobility Device,York Hall,2024-1500,"Secured electric scooter stolen, loss $380.00",Report Taken
